17596,TELMISARTAN 80 MG,TECNOQUIMICAS S.A.,INVIMA 2015M-0015839,04/27/2015,05/15/2020,Vigente,20080581,43,7,HOSPITALARIA: CAJA POR 7 TABLETAS EN BLISTER ALUMINIO-ALUMINIO POR 7 TABLETAS + INSERTO.,Activo,03/18/2015,N/A,No,U,C09CA07,TELMISARTAN,ORAL,A,TELMISARTAN,mg,80,TABLETA,TABLETA,TECNOQUIMICAS S.A.,FABRICANTE,FABRICAR Y VENDER
17597,SUITROM FEM TABLETA RECUBIERTA,SUIPHAR INTERNATIONAL S.A.,INVIMA 2019M-0018992,05/03/2019,05/23/2024,Vigente,20143711,5,50,CAJA POR 50 TABLETAS RECUBIERTAS. CON 5 BLISTER EN PVC/PVDC TRANSPARENTE - ALUMINIO EN SOBRE POUCH (BOLSA LAMINADA DE POLIETILENO-ALUMINIO-POLIESTER) POR 10 TABLETAS CADA UNO IUM 2B1025911000104,Activo,04/04/2019,N/A,No,U,A03BB01,BUTILESCOPOLAMINA,ORAL,A,DEXIBUPROFENO,mg,200,TABLETA RECUBIERTA,TABLETA RECUBIERTA,COLOMPACK S.A.,FABRICANTE,FABRICAR Y VENDER
17598,NEUROBION ® INYECTABLE,PROCTER & GAMBLE COLOMBIA LTDA,INVIMA 2015 M-13939-R2,11/24/1999,08/28/2020,Vigente,19903745,2,2,AMPOLLETA DE VIDRIO AMBAR. BANDA BLANCA CAPACIDAD PARA CONTENER 2 ML. CAJA DE CARTON POR 2 AMPOLLAS CADA UNO EN BLISTER + JERING,Inactivo,11/10/2006,07/27/2011,No,U,B03BA51,CIANOCOBALAMINA COMBINACIONES,INTRAMUSCULAR,A,AMPOLLA I: TIAMINA CLORHIDRATO,mg,100,CADA AMPOLLA,SOLUCION INYECTABLE,MERCK S.A.,IMPORTADOR,IMPORTAR Y VENDER
17599,BERIGLOBINA P X 2 ML INYECTABLE,CSL BEHRING GMBH,INVIMA 2016M-006235-R3,01/01/1999,02/26/2021,Vigente,49643,1,2,PRESENTACIÓN COMERCIAL: JERINGA PRELLENADA DE VIDRIO TIPO I POR 2 ML,Activo,11/10/2006,N/A,No,ml,J06BA01,INMUNOGLOBULINAS HUMANA NORMAL,INTRAMUSCULAR,A,CADA VIAL X 2 ML CONTIENE 320 MG DE INMUNOGLOBULINA HUMANA NORMAL,mg,160,ML,SOLUCION INYECTABLE,CSL BEHRING COLOMBIA S.A.S,IMPORTADOR,IMPORTAR Y VENDER
17600,DICLOFENACO SÓDICO 75 MG / 3 ML INYECTABLE,TECNOQUIMICAS S.A.,INVIMA 2010 M-003535 R3,01/01/1999,05/18/2020,Vigente,37902,1,300,CAJA CON 100 AMPOLLAS DE VIDRIO TIPO I POR 3 ML CADA UNA PARA USO HOSPITALARIO.,Activo,11/10/2006,N/A,No,ml,M01AB05,DICLOFENACO,INTRAMUSCULAR,A,DICLOFENACO SÓDICO,mg,75,AMPOLLA X 3 ML,SOLUCION INYECTABLE,TECNOFAR TQ S.A.S,FABRICANTE,FABRICAR Y VENDER
17601,DICLOXACILINA 500 MG CAPSULAS,PENTACOOP S.A.,INVIMA 2016M-0004551-R1,06/30/2005,09/15/2021,Vigente,19948731,6,300,PLEGADIZA PVC/PE/PVDC + FOIL ALUMINIO X 300 CAPSULAS,Activo,12/21/2018,N/A,No,U,J01CF01,DICLOXACILINA,ORAL,A,DICLOXACILINA SÓDICA* EQUIVALENTE A DICLOXACILINA BASE,mg,500,CÁPSULA,CAPSULA DURA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER
17602,LOSARTAN/ HIDROCLOROTIAZIDA 100 / 12.5 MG,TECNOQUIMICAS S.A.,INVIMA 2018M-0012844-R1,02/06/2012,06/25/2023,Vigente,20033870,45,10,MUESTRA MÉDICA EN CAJA POR 10 TABLETAS CUBIERTAS EN 2 BLISTER ALUMINIO / PVC-PE-PVDC. POR 5 UNIDADES CADA UNO.,Activo,09/19/2011,N/A,Si,U,C09DA01,LOSARTAN Y DIURETICOS,ORAL,A,LOSARTAN POTASICO,mg,100,TABLETA CUBIERTA,TABLETA CUBIERTA CON PELICULA,TECNOQUIMICAS S.A. (PLANTA JAMUNDI),FABRICANTE,FABRICAR Y VENDER
17603,STAMYL®,FARMA DE COLOMBIA S.A.S.,INVIMA 2019M-000301-R4,05/27/1998,12/23/2024,Vigente,27184,6,40,CAJA PLEGADIZA DISPENSADORA IMPRESA POR 40 GRAGEAS. CON CUATRO FOIL DE ALUMINIO POR 10 GRAGEAS CADA UNO,Activo,11/10/2006,N/A,No,U,A09AA02,MULTIENZIMAS (LIPASA PROTEASA ETC.),ORAL,A,HEMICELULASA (HIDRALASA D),mg,50,NUCLEO GRAGEA,TABLETA CUBIERTA (GRAGEA),SANOFI - AVENTIS DE COLOMBIA S.A,FABRICANTE,FABRICAR Y VENDER
17604,TRILEPTAL 300 MG TABLETA RECUBIERTA,NOVARTIS PHARMA AG,INVIMA 2016M-014763-R2,10/09/2000,09/08/2021,Vigente,19908543,7,20,FRASCO DE POLIETILENO DE ALTA DENSIDAD X 20 TABLETAS,Inactivo,11/10/2006,10/14/2010,No,U,N03AF02,OXCARBAZEPINA,ORAL,A,OXCARBAZEPINA,mg,300,TABLETA RECUBIERTA,TABLETA RECUBIERTA,NOVARTIS DE COLOMBIA S.A.,IMPORTADOR,IMPORTAR Y VENDER
17605,IRBESARTAN TABLETA 300 MG,LABORATORIOS ECAR S.A.,INVIMA 2019M-0019201,08/09/2019,08/27/2024,Vigente,20144864,22,700,1I1030211000120 CAJA POR 700 TABLETAS. EN BLÍSTER PVC/ALUMINIO,Activo,07/31/2019,N/A,No,U,C09CA04,IRBESARTAN,ORAL,A,IRBESARTAN,mg,300,TABLETA,TABLETA,LABORATORIOS ECAR S.A.,FABRICANTE,FABRICAR Y VENDER
17606,RISOX O.D 2 MG TABLETAS ORODISPERSABLES,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2019M-0018914,04/03/2019,05/21/2024,Vigente,20153474,4,60,CAJA DE CARTON X 60 TABLETAS ORODISPERSABLES EN BLISTER ALU/ALU,Activo,03/12/2019,N/A,No,U,N05AX08,RISPERIDONA,ORAL,A,RISPERIDONA,mg,2,TABLETAS ORODISPERSABLES,TABLETA ORODISPERSABLE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
17607,CEFAZOLINA SÓDICA 1 G / VIAL POLVO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE,ANTIBIOTICOS DA COLOMBIA S.A.S,INVIMA 2019M-0018982,05/02/2019,05/20/2024,Vigente,20129942,1,50,1C1016781001100. CAJA PLEGADIZA POR 50 VIALES EN VIDRIO TIPO III CON TAPÓN DE CAUCHO GRIS EN BROMOBUTILO CON AGRAFE EN ALUMINIO Y TAPA FLIPP OFF EN POLIPROPILENO POR 20 MM. (CADA VIAL CON CAPACIDAD DE 10 ML CON CONTENIDO DE 1 G DE POLVO PARA RECONSTITUIR) + INSERTO.,Activo,04/18/2018,N/A,No,U,J01DB04,CEFAZOLINA,INTRAMUSCULAR,A,CEFAZOLINA SÓDICA. EQUIVALENTE A CEFAZOLINA BASE,g,1,VIAL DE POLVO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,ANTIBIOTICOS DA COLOMBIA S.A.S,IMPORTADOR,IMPORTAR Y VENDER
17608,PROFENID INYECTABLE 100 MG/2ML,SANOFI-AVENTIS DE COLOMBIA S.A.,INVIMA 2016M-003014-R4,01/01/1999,02/22/2022,Vigente,36471,4,1,MUESTRA MEDICA CAJA X 1 AMPOLLA EN VIDRIO AMBAR TIPO I POR 2 ML,Activo,03/09/2015,N/A,Si,U,M01AE03,KETOPROFENO,INTRAMUSCULAR,A,KETOPROFENO,mg,100,AMPOLLA DE 2 ML.,SOLUCION INYECTABLE,SANOFI WHINTROP INDUSTRIE,FABRICANTE,IMPORTAR Y VENDER
17609,TREEVER- OFT SOLUCION OFTALMICA,QUIRUPOS S.A.S.,INVIMA 2019M-0018692,01/08/2019,01/25/2024,Vigente,20117351,13,12,IUM: 2D1008211000104 CAJA POR 12 FRASCO DE PEBD COLOR BLANCO CON SUBTAPA GOTERO DE PEBD COLOR NATURAL Y TAPA DE PP POR 5 ML CON O SIN CAJA PLEGADIZA DE CARTÓN,Activo,12/18/2018,N/A,No,U,S01CA01,DEXAMETASONA Y ANTIINFECCIOSOS,OFTÁLMICA,C,POLIMIXINA B SULFATO,UI,6600,CADA ML DE SOLUCION OFTALMICA ESTERIL,SOLUCION OFTALMICA,OPHARM LTDA.,FABRICANTE,FABRICAR Y VENDER
17610,DIPIRONA MAGNESICA 2G/5 ML SOLUCION INYECTABLE,VITALIS S.A. C.I.,INVIMA 2010M-0010844,05/31/2010,06/16/2020,Vigente,20006845,9,100,SOLUCIÓN INYECTABLE. AMPOLLA DE VIDRIO ÁMBAR TIPO I POR 5ML. CAJA POR 100 AMPOLLAS.,Activo,07/14/2009,N/A,No,U,N02BB02,METAMIZOL SODIO,INTRAVENOSA,A,DIPIRONA MAGNÉSICA,g,2,CINCO (5) ML DE SOLUCIÓN INYECTABLE,SOLUCION INYECTABLE,VITALIS S.A.C.I PLANTA 8,FABRICANTE,FABRICAR Y VENDER
17611,NUTRIFLEX ® OMEGA SPECIAL,B. BRAUN MELSUNGEN AG,INVIMA 2017M-0012937-R1,02/27/2012,05/04/2022,Vigente,20030605,2,5,CAJA CON 5 BOLSAS PLÁSTICA FLEXIBLE DE POLIAMIDA Y POLIPROPILENO. PUERTO DE PP CON TAPÓN DE GOMA CON TRES COMPARTIMENTOS POR 1250 ML .CADA BOLSA INCLUYE INDICADOR Y ADSORBENTE DE OXIGENO,Activo,10/31/2011,N/A,No,U,B05BA10,COMBINACIONES,INTRAVENOSA,A,TREONINA,g,2.54,1000 ML,EMULSION INYECTABLE,B. BRAUN MEDICAL S.A.,IMPORTADOR,IMPORTAR Y VENDER
17612,OCAM® DUO.,GALENO QUIMICA S.A.,INVIMA 2015M-0015946,06/18/2015,07/09/2020,Vigente,20073258,4,1,CAJA X 14 TABLETAS EN ENVASE FOIL DE ALUMINIO,Activo,04/15/2015,N/A,No,U,M01AC56,MELOXICAM Y COMBINACIONES,ORAL,A,MELOXICAM,mg,7.5,1 TABLETA,TABLETA DE LIBERACIÓN MODIFICADA,LABORATORIOS LA SANTÉ S.A.,FABRICANTE,FABRICAR Y VENDER
17613,ENTEROLYTE® 75 MEQ SOLUCION ORAL ESTERIL,SANOFI-AVENTIS DE COLOMBIA S.A.,INVIMA 2016M-0011429-R1,10/07/2010,06/28/2021,Vigente,20017128,8,1,MUESTRA MEDICA: SABOR UVA EN FRASCO POLIPROPILENO COPOLIMERO RANDOM POR 400 ML BLANCO. TAPA EN POLIPROPILENO HOMOPOLIMERO TRANSPARENTE Y SOBRETAPA MORADA EN POLIETILENO DE ALTA DENSIDAD.,Activo,02/23/2016,N/A,Si,U,A07CA99,ELECTROLITOS CON CARBOHIDRATOS REHIDRATACION ORAL,ORAL,B,CLORURO DE SODIO,g,0.263,100 ML,SOLUCION ORAL,CORPORACIÓN DE FOMENTO ASISTENCIAL DEL HOSPITAL UNIVERSITARIO SAN VICENTE DE PAUL CORPAUL,FABRICANTE,FABRICAR Y VENDER
17614,IPCA ZITRAM,IPCA LABORATORIES LIMITED,INVIMA 2019M-0018694,01/08/2019,01/22/2024,Vigente,20130630,2,14,CAJA POR 14 TABLETAS RECUBIERTAS EN BLISTER PVDC/ALUMINIO,Activo,12/27/2018,N/A,No,U,N02AX52,TRAMADOL COMBINACIONES,ORAL,A,ACETAMINOFEN,mg,325,TABLETA RECUBIERTA,TABLETA RECUBIERTA,IPCA LABORATORIES LIMITED,FABRICANTE,IMPORTAR Y VENDER
17615,CLOFENIL® 75 MG / 3 ML INYECTABLE,PATMAR S.A.,INVIMA 2018M-0002269-R2,03/13/2003,12/07/2023,Vigente,19934565,7,12,CAJA PLEGADIZA POR 12 AMPOLLAS DE PEBD.,Activo,10/04/2013,N/A,No,U,M01AB05,DICLOFENACO,INTRAMUSCULAR,A,DICLOFENACO SODICO,mg,75,AMPOLLA POR 3 ML,SOLUCION INYECTABLE,BIO ESTERIL S.A.S,FABRICANTE,FABRICAR Y VENDER
17616,SYNTHROID® 88 MCG,LABORATORIOS FRANCO COLOMBIANO LAFRANCOL S.A.S,INVIMA 2019M-0001685-R2,07/31/2002,04/22/2024,Vigente,19930430,5,60,CAJA POR 60 TABLETAS EN BLISTER ALUMINIO / ALUMINIO POR 10 TABLETAS CADA BLISTER,Activo,06/13/2016,N/A,No,U,H03AA01,LEVOTIROXINA DE SODIO,ORAL,A,LEVOTIROXINA SÓDICA,?g,88,TABLETA,TABLETA,KNOLL LLC,FABRICANTE,IMPORTAR Y VENDER
17617,VARTERAL HCT NF® 160/10/12.5,PROCAPS S.A,INVIMA 2018M-0013037-R1,04/13/2012,05/08/2023,Vigente,20043703,15,64,CAJA POR 64 TABLETAS RECUBIERTAS EN EMPAQUE INDIVIDUAL TIPO BLISTER PVC-PVDC/FOIL ALUMINIO POR 8 TABLETAS RECUBIERTAS C/U,Activo,08/17/2012,N/A,No,U,C09DX01,VALSARTAN. AMLODIPINA E HIDROCLOROTIAZIDA.,ORAL,A,VALSARTAN,mg,160,TABLETA RECUBIERTA,TABLETA RECUBIERTA,PROCAPS S.A,FABRICANTE,FABRICAR Y VENDER
17618,ACETAMINOFEN 500 MG,TECNOQUIMICAS S.A.,INVIMA 2016M-007907-R3,06/29/1995,05/18/2021,Vigente,25040,12,20,CAJA POR 20 TABLETAS EN TIRAS POR 10 TABLETAS EN FOIL CONOLAN.,Activo,01/26/2007,N/A,No,U,N02BE01,PARACETAMOL,ORAL,A,ACETAMINOFÉN PAP 90% EQUIVALENTE A ACETAMINOFÉN,mg,500,TABLETA,TABLETA,TECNOQUIMICAS S.A.,IMPORTADOR,IMPORTAR. SEMIELABORAR Y VENDER
17619,CARDURAN® 4 MG TABLETAS,PFIZER S.A.S.,INVIMA 2018M-011576-R2,01/01/1999,11/15/2023,Vigente,227361,13,90,CAJAS POR 90 TABLETAS EN BLISTER PVC+PVDC/ALUMINIO.,Activo,11/08/2012,N/A,No,U,C02CA04,DOXAZOSINA,ORAL,A,DOXAZOSINA MESILATO EQUIVALENTE A DOXAZOSINA,mg,4,TABLETA,TABLETA,PFIZER MANUFACTURING DEUTSCHLAND GMBH,FABRICANTE,IMPORTAR Y VENDER
17620,UNGÜENTO TRIANGULO BLANCO,AURORA TORO DE SANCHEZ CARRERA 38 N°. 19 -55,INVIMA 2016M-0004728-R1,08/24/2005,05/11/2021,Vigente,19951095,2,1,POTE DE POLIPROPILENO POR 50 G CON TAPA DE POLIPROPILENO.,Activo,11/10/2006,N/A,No,U,D11AX97,MENTOL. ALCANFOR. SALICILATO DE METILO,TOPICA (EXTERNA),D,SALICILATO DE METILO,g,10,100 G DE UNGÜENTO.,UNGUENTO TOPICO,LABORATORIOS ANTIBIL (MANUEL ARBOLEDA Y CIA S. EN C.),FABRICANTE,FABRICAR Y VENDER
17621,BINOCLAR ® GRANULADO PARA SUSPENSION ORAL,SANDOZ GMBH,INVIMA 2018M-0006596-R1,11/22/2006,07/06/2023,Vigente,19969004,1,1,CAJA PLEGADIZA CON FRASCO BLANCO DE POLIETILENO DE ALTA DENSIDAD DE 100 ML DE CAPACIDAD.CON GRANULADO PARA 60 ML. TAPA DE PEAD.,Activo,02/02/2007,N/A,No,U,J01FA09,CLARITROMICINA,ORAL,B,CLARITROMICINA,g,5,100 ML DE SUSPENSIÓN,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,SANDOZ S.R.L.,FABRICANTE,IMPORTAR Y VENDER
17622,CEPRAX CAPSULAS DE 500 MG,ANGLOPHARMA S.A.,INVIMA 2016 M-002543-R3,09/02/2000,03/10/2021,Vigente,36574,4,250,CAJA CARTULINA POR 250 CAPSULAS EN BLISTER DE PVC/ALUMINIO,Activo,07/14/2010,N/A,No,U,J01DB01,CEFALEXINA,ORAL,A,CEFALEXINA MONOHIDRATO EQUIVALENTE A CEFALEXINA BASE,mg,500,CAPSULA,CAPSULA DURA,SERVICIO TECNICO GONHER FARMACEUTICA LTDA.,FABRICANTE,FABRICAR Y VENDER
17623,LANCOVUL 100MG TABLETAS RECUBIERTAS,HETERO LABS LIMITED UNIT V,INVIMA 2019M-0019243,08/26/2019,09/13/2024,Vigente,20137718,1,30,IUM: 1L1012301002104. CAJA DE CARTÓN CON 3 BLISTER DE ALUMINIO/ALUMINIO POR 10 TABLETAS RECUBIERTAS CADA UNO,Activo,08/27/2018,N/A,No,U,N03AX18,LACOSAMIDA,ORAL,A,LACOSAMIDA,mg,100,TABLETAS RECUBIERTAS,TABLETA RECUBIERTA,HETERO LABS LIMITED UNIT V,FABRICANTE,IMPORTAR Y VENDER
17624,VICITRA® 500 MG,NOVAMED S.A.,INVIMA 2015M-0003721-R1,08/25/2004,07/07/2020,Vigente,19944583,23,100,VICITRA USO INSTITUCIONAL PROHIBIDA SU VENTA : CAJA X 100 CÁPSULAS EN BLISTER PVC ÁMBAR / ALUMINIO POR 10 CÁPSULAS CADA UNO.,Activo,06/02/2015,N/A,No,U,A11GA01,ACIDO ASCORBICO (VIT C),ORAL,A,ÁCIDO ASCÓRBICO,mg,500,CÁPSULA DURA,CAPSULA DURA,C.I. FARMACAPSULAS S.A.,FABRICANTE,FABRICAR Y VENDER
17625,LOCERYL® LACA PARA U?AS AL 5%,GALDERMA S.A.,INVIMA 2019M-014392-R3,09/29/1993,04/25/2024,Vigente,46147,6,1,FRASCO DE VIDRIO AMBAR TIPO III POR 1.25ML CON TAPA ROSCA QUE CONTIENE APLICADOR (TAPA HDPE INCLUYENDO UNA ESPATULA DE LDPE),Activo,11/25/2016,N/A,No,U,D01AE16,AMOROLFINA,TOPICA (EXTERNA),B,CLORHIDRATO DE AMOROLFINA 6.4 G (EQUIVALENTE A AMOROLFINA BASE),g,5,100 ML,SOLUCION TOPICA,GALDERMA DE COLOMBIA S.A.,IMPORTADOR,IMPORTAR Y VENDER
17626,KLEAR KIDS,PROCAPS S.A.,INVIMA 2018M-0002669-R2,08/14/2003,06/15/2023,Vigente,19938607,1,120,CAJA CON UN FRASCO PET TRANSPARENTE. TAPA DE PEAD BLANCA Y COPA DOSIFICADORA. POR 120 ML DE JARABE.,Activo,11/10/2006,N/A,No,ml,R05CB02,BROMHEXINA,ORAL,B,BROMHEXINA CLORHIDRATO,mg,80,100 ML DE JARABE,JARABE,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER
17627,EGOGYN 1000 UI,LABORATORIOS SYNTHESIS S.A.S.,INVIMA 2017M-0012400-R1,07/19/2011,06/22/2022,Vigente,20024521,8,20,CAJA POR 20 CÁPSULAS BLANDAS DE GELATINA EN EMPAQUE INDIVIDUAL TIPO BLISTER PVDC/ALUMINIO POR 10 CÁPSULAS,Inactivo,04/18/2012,06/22/2018,No,U,A11HA03,TOCOFEROL (VIT E),ORAL,A,DL- ALFA TOCOFERIL ACETATO (VITAMINA E SINTETICA) EQUIVALENTE A VITAMINA E,UI,1000,CAPSULA BLANDA,CAPSULA BLANDA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER
17628,ALCADOL®GRIPA,HIGH NUTRITION COMPANY S.A.S.,INVIMA 2015M-0016704,12/15/2015,01/05/2021,Vigente,20099545,2,8,CAJA POR 8 CAPSULAS BLANDAS EN BLISTER PVC-PVDC TRANSPARENTE/ ALUMINIO POR 8 CAPSULAS,Activo,12/11/2015,N/A,No,U,M01AE51,IBUPROFEN COMBINACIONES,ORAL,A,CETIRIZINA DICLORHIDRATO,mg,5,CÁPSULA BLANDA,CAPSULA BLANDA,HC CLOVER. PRODUCTOS Y SERVICIOS,FABRICANTE,IMPORTAR. ENVASAR Y VENDER
17629,LACRIL ® LIQUIFILM ® LAGRIMAS LUBRICANTE OCULAR,ALLERGAN INC.,INVIMA 2016M-014771R-2,10/13/2000,08/26/2021,Vigente,19912600,1,1,CAJA DE CARTON CON FRASCO GOTERO BLANCO DE POLIETILENO DE BAJA DENSIDAD POR 15 ML Y TAPA DE POLIESTIRENO.,Activo,11/10/2006,N/A,No,U,S01XA20,LAGRIMAS ARTIFICIALES Y OTRAS PREPARACIONES INDIFERENTES,TÓPICA OCULAR,C,ALCOHOL POLIVINILICO,mg,14,ML,SOLUCION OFTALMICA,ALLERGAN PRODUTOS FARMACEUTICOS LTDA.,FABRICANTE,IMPORTAR Y VENDER
17630,ACETAMINOFEN JARABE,AMERICAN GENERICS S.A.S.,INVIMA 2018M-0001556-R2,06/20/2002,05/22/2023,Vigente,19929516,3,60,CAJA CON FRASCO PET INCOLORO POR 60ML.,Activo,11/10/2006,N/A,No,ml,N02BE01,PARACETAMOL,ORAL,B,ACETAMINOFEN,g,3,100ML,JARABE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
17631,SEGUGRIP ® TABLETAS RECUBIERTAS,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2015M-0016484,11/04/2015,11/25/2020,Vigente,20087516,9,60,CAJA DE CARTÓN POR 60 TABLETAS RECUBIERTAS EN 10 BLISTER LAMINADO PVC/PE/PVDC INCOLORO/ALUMINIO POR 6 TABLETAS,Activo,10/08/2015,N/A,No,U,R05XX99,PREPARACIONES DE OTRAS COMBINACIONES PARA EL RESFRIADO COMÚN,ORAL,A,NAPROXENO SODICO EQUIVALENTE A NAPROXENO BASE,mg,220,TABLETA RECUBIERTA,TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.,FABRICANTE,FABRICAR Y VENDER
17632,VERTIX ® 8 MG TABLETAS,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2019M-0008273-R1,07/02/2008,04/10/2024,Vigente,19989530,14,2,CAJA CON BLÍSTER ALUMINIO-ALUMINIO POR 2 TABLETAS,Activo,05/17/2017,N/A,No,U,N07CA01,BETAHISTINA,ORAL,A,BETAHISTINA DICLORHIDRATO,mg,8,TABLETA RECUBIERTA,TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
17633,DRUGTECH QUETIDIN 100 MG.,LABORATORIOS SYNTHESIS S.A.S.,INVIMA 2015M-0004303-R1,04/04/2005,11/10/2020,Vigente,19949719,10,40,CAJA X 40 TABLETAS RECUBIERTAS EN 4 BLISTER PVC/ALUMINIO X 10 TABLETAS,Activo,03/15/2012,N/A,No,U,N05AH04,QUETIAPINA,ORAL,A,115.500 MG DE QUETIAPINA FUMARATO EQUIVALENTE A QUETIAPINA BASE,mg,100,TABLETA RECUBIERTA,TABLETA RECUBIERTA,SYNTHESIS S.A.S,FABRICANTE,FABRICAR Y VENDER
17634,DECACILIN 500 MG CAPSULAS,INVERSIONES COMERFAR LTDA.,INVIMA 2016M-0004605-R1,07/27/2005,04/13/2021,Vigente,19956138,1,50,CAJA POR 50 CAPSULAS EN BLISTER ALUMINIO/PVC.,Activo,11/10/2006,N/A,No,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO EQUIVALENTE A AMOXICILINA BASE,mg,500,CADA CAPSULA,CAPSULA DURA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER
17635,ROSUDEX 10 MG,ADEXA PHARMA S.A.S,INVIMA 2019M-0015254-R1,09/09/2014,02/14/2025,Vigente,20063564,10,70,CAJA X 70 TABLETAS RECUBIERTAS EN BLISTER PVC/PVDC/ALUMINIO X 10 TABLETAS RECUBIERTAS.,Activo,08/04/2014,N/A,No,U,C10AA07,ROSUVASTATINA,ORAL,A,ROSUVASTATINA CÁLCICA EXPRESADA COMO 10 MG DE ROSUVASTATINA,mg,10.4,TABLETA RECUBIERTA,TABLETA RECUBIERTA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER
17636,INLYTA ® 1 MG TABLETA RECUBIERTA,PFIZER S.A.S.,INVIMA 2018M-0014412-R1,07/22/2013,01/03/2024,Vigente,20056375,38,100,CAJA POR 100 TABLETAS RECUBIERTAS EN BLISTER ALU/ALU,Activo,03/18/2013,N/A,No,U,L01XE17,AXITINIB,ORAL,A,AXITINIB,mg,1,TABLETA RECUBIERTA,TABLETA RECUBIERTA,PFIZER S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
17637,CLORURO DE SODIO 20 MEQ / 10 ML SOLUCIÓN INYECTABLE,PRODUCTORA DE CAPSULAS DE GELATINA S. A.  PROCAPS S. A.,INVIMA 2018M-0008774-R1,11/26/2008,11/19/2023,Vigente,19993043,2,50,CAJA POR 50 AMPOLLA TRANSPARENTE DE VIDRIO TIPO I POR 10 ML.,Activo,08/14/2008,N/A,No,U,B05CB01,SODIO CLORURO,INTRAVENOSA,A,CLORURO DE SODIO EQUIVALENTE A SODIO,mEq,20,AMPOLLA DE 10 ML,SOLUCION INYECTABLE,PHARMAYECT S.A.,FABRICANTE,FABRICAR Y VENDER
17638,ESOPRAX ® 20MG CAPSULAS,LABORATORIOS LEGRAND S.A.,INVIMA 2019M-0002766-R2,09/17/2003,08/06/2024,Vigente,19940078,76,315,MARCA: CAJA POR 315 CÁPSULAS EN BLISTER OPA/ AL/ PVC - ALUMINIO COLOR GRIS OPACO. CADA BLISTER POR 7 BLISTER CADA UNO,Inactivo,02/23/2015,05/23/2019,No,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNESICO TRIHIDRATADO MICROGRANULOS EQUIVALENTE A ESOMEPRAZOL BASE,mg,20,CAPSULA DE GELATINA,CAPSULA DURA,LABORATORIOS LEGRAND S.A.,IMPORTADOR,IMPORTAR. SEMIELABORAR Y VENDER
17639,COZAAR 100 MG TABLETAS,MERCK SHARP & DOHME CORP,INVIMA 2017M-005281-R2,07/25/1996,09/04/2022,Vigente,59605,2,2,MUESTRA MEDICA POR 2 TABLETAS RECUBIERTAS. EN BLISTER PVC/PE/PVDC/ALUMINIO,Activo,11/10/2006,N/A,Si,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100,TABLETA RECUBIERTA,TABLETA RECUBIERTA,MERCK SHARP & DOHME COLOMBIA S.A.S,IMPORTADOR,IMPORTAR Y VENDER
17640,CANCIDAS® 70 MG,MERCK SHARP & DOHME CORP.,INVIMA 2019M-0001001-R2,01/24/2002,08/14/2024,Vigente,19926496,1,1,MUESTRA MEDICA CAJA POR UN VIAL.,Inactivo,11/10/2006,06/06/2012,Si,U,J02AX04,CASPOFUNGIN,INTRAVENOSA,A,ACETATO DE CASPOFUNGINA 83.9MG EQUIVALENTE A CASPOFUNGINA BASE ANHIDRA,mg,70,FRASCO VIAL,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,MERCK SHARP & DOHME COLOMBIA S.A.S,IMPORTADOR,IMPORTAR Y VENDER
17641,DERMA Q CREMA TOPICA,GALENO QUIMICA S.A.,INVIMA 2016M-0011599-R1,11/19/2010,11/15/2021,Vigente,20018316,2,20,CAJA POR UN TUBO COLAPSIBLE BLANCO DE MDPE/AL FOIL POR 20 G.,Activo,05/26/2010,N/A,No,g,D06AX09,MUPIROCINA,TOPICA (EXTERNA),D,MUPIROCINA CALCICA DIHIDRATO EQUIVALENTE A 2G DE MUPIROCINA,g,2.148,100 G DE CREMA,CREMA TOPICA,PHARMETIQUE S.A,FABRICANTE,FABRICAR Y VENDER
