id,expediente,producto,cantidadcum,descripcioncomercial,unidad,atc,descripcionatc,viaadministracion,concentracion,principioactivo,unidadmedida,cantidad
227,20014766,SUMIVULIN Â® 600 (500MG/100MG),100,CAJA POR 100 FRASCOS AMPOLLA VIDRIO TIPO I TAPÃ“N GRIS BROMOBUTILO. CON AGRAFE DE ALUMINIO Y TAPA FLIP -OFF COLOR GRIS .,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,INTRAVENOSA,A,AMOXICILINA SODICA 530.118MG EQUIVALENTE A AMOXICILINA,mg,500
228,20077763,SULAMP DUO TABLETA RECUBIERTA,28,CAJA POR 28: 2 FOIL POR 14 TABLETAS RECUBIERTAS EN FOIL ALUMINIO/ALUMINIO.,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,AMOXICILINA,mg,875
229,19952509,CURAMÂ® JUNIOR 457/5ML,1,CAJA CON FRASCO VIDRIO AMBAR TIPO III CON 25G DE POLVO PARA RECONSTITUIR A 100ML.,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,B,AMOXICILINA TRIHIDRATO 9.182G EQUIVALENTE A AMOXICILINA BASE,g,8
230,20094546,AMOXICILINA + ACIDO CLAVULANICO 875 MG +125 MG.,14,CAJA PLEGADIZA CON FRASCO DE VIDRIO TIPO III AMBAR POR 14 TABLETAS RECUBIERTAS.,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,AMOXICILINA TRIHIDRATADA 1004.5MG EQUIVALWENTE A AMOXICILINA BASE,mg,875
231,19944581,AMOXICILINA 500 MG,8,CAJA POR 8 CAPSULAS EN BLISTER ALUMINIO/PVC INCOLORO EN BLISTER X 4 CAPSULAS,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO PRECOMPACTADA EQUIVALENTE A 500 MG DE AMOXICILINA ANHIDRA,mg,574
232,19951098,FARAMOXÂ®,50,CAJA X 50 CAPSULAS EN BLISTER PVC TRANSPARENTE / ALUMINIO.,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO EQUIVALENTE A AMOXICILINA BASE,mg,500
233,19949513,TRIFAMOX IBL DUO COMPRIMIDOS,21,CAJA PLEGADIZA POR 21 COMPRIMIDOS. EN BLISTER ALU/PVDC/PVC TRANSPARENTE.,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,AMOXICILINA TRIHIDRATO EQUIVALENTE A AMOXICILINA,mg,875
234,20132796,AMOXICILINA 875 MG,14,CAJA PLEGADIZA POR 14 TABLETAS RECUBIERTAS EN TIRA DE ALUMINIO -ALUMINIO,U,J01CA04,AMOXICILINA,ORAL,A,1004.3 MG AMOXICILINA TRIHIDRATADA COMPACTADA EQUIVALENTE A AMOXICILINA BASE,mg,875
235,41432,SERVAMOX 250 MG / 5 ML POLVO PARA SUSPENSIÃ“N ORAL,60,PRESENTACIÃ“N DE USO INSTITUCIONAL: CAJA DE CARTON PROPALCOTE IMPRESA CON FRASCO DE VIDRIO ÃMBAR X 60 ML. ETIQUETA AUTOADHESIVA CON CUCHARA.,ml,J01CA04,AMOXICILINA,ORAL,E,AMOXICILINA TRIHIDRATO CORREPONDIENTE A AMOXICILINA,mg,250
236,20094546,AMOXICILINA + ACIDO CLAVULANICO 875 MG +125 MG.,20,CAJA PLEGADIZA CON FRASCO DE VIDRIO TIPO III AMBAR POR 20 TABLETAS RECUBIERTAS.,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,CLAVULANATO DE POTASIO 148.875MG EQUIVALENTE A ACIDO CLAVULANICO,mg,125
237,20014766,SUMIVULIN Â® 600 (500MG/100MG),25,CAJA POR 25 FRASCOS AMPOLLA VIDRIO TIPO I TAPÃ“N GRIS BROMOBUTILO. CON AGRAFE DE ALUMINIO Y TAPA FLIP -OFF COLOR GRIS .,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,INTRAVENOSA,A,CLAVULANATO DE POTASIO 119.125 MG EQUIVALENTE A ACIDO CLAVULÃNICO,mg,100
238,20077763,SULAMP DUO TABLETA RECUBIERTA,20,CAJA POR 20: 2 FOIL POR 10 TABLETAS RECUBIERTAS EN FOIL ALUMINIO/ALUMINIO.,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,SULBACTAM,mg,125
239,20083462,SOLOMOXY,100,PRESENTACION USO INSTITUCIONAL:ENVASE PRIMARIO: MATERIAL: ALUMINIO / PVC X 10 CAPSULAS.ENVASE SECUNDARIO: CAJA CARTÃ“N 100 CAPSULAS,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA,mg,500
240,19908092,AMOXIDAL DUO COMPRIMIDOS,21,CAJA POR 21 COMPRIMIDOS RECUBIERTOS EN BLISTER AL /PVC,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO EQUIVALENTE A 875 MG DE AMOXICILINA,mg,1006205
241,19952509,CURAMÂ® JUNIOR 457/5ML,1,CAJA CON FRASCO VIDRIO AMBAR TIPO III CON 17.5G DE POLVO PARA RECONSTITUIR A 70ML.,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,B,AMOXICILINA TRIHIDRATO 9.182G EQUIVALENTE A AMOXICILINA BASE,g,8
242,19949513,TRIFAMOX IBL DUO COMPRIMIDOS,21,CAJA PLEGADIZA POR 21 COMPRIMIDOS. EN BLISTER ALU/PVDC/PVC TRANSPARENTE.,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,PIVOXIL SULBACTAM EQUIVALENTE A SULBACTAM,mg,125
243,20159060,AMOXIDAL 500 MG/5ML,1,1A1029831000100 CAJA CON FRASCO PET ÃMBAR CON TAPA PLÃSTICA BLANCA POR 100ML DE SUSPENSIÃ“N RECONSTITUIDA,U,J01CA04,AMOXICILINA,ORAL,E,AMOXICILINA TRIHIDRATO 11.4792 G EQUIVALENTE A AMOXICILINA BASE,g,10
244,36575,AMOXICILINA CAPSULAS 500 MG,20,CAJA EN CARTULINA X 2 BLISTER X 10 CAPSULAS CADA UNO,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO ( EQUIVALENTE A AMOXICILINA BASE),mg,500
245,35816,AMOXICILINA CAPSULAS X 500 MG,600,USO INSTITUCIONAL: CAJA POR 600 CÃPSULAS EN BLISTER PVC / ALUMINIO.,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO POLVO COMPACTADA USP GRADO A 588MG (  EQUIVALENTE A AMOXICILINA BASE),mg,500
246,20081161,ORVIMOXÂ®,100,CAJA PLEGADIZA X 100 CAPSULAS EN BLISTER PVC TRANSPARENTE/ ALUMINIO.,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO COMPACTADA EQUIVALENTE A AMOXICILINA BASE,mg,500
247,20121189,AMOXICILINA 400 ACIDO CLAVULANICO 57,1,2A1003601001100 ÃCIDO CLAVULÃNICO 1140 MG/AMOXICILINA 8000 MG POLVOS PARA RECONSTITUIR ORAL (MK) FRASCO 100ML / CAJA X 1 (CUCHARA DOSIFICADORA). FRASCO VIDRIO TIPO III ÃMBAR. TAPA PLÃSTICA BLANCA PUSH DOWN. CUCHARA DOSIFICADORA Y CAJA PLEGADIZA,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,E,AMIXICILINA TRIHIDRATO EQUIVALENTE A AMOXICILINA,g,8
248,19956138,DECACILIN 500 MG CAPSULAS,50,CAJA POR 50 CAPSULAS EN BLISTER ALUMINIO/PVC.,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO EQUIVALENTE A AMOXICILINA BASE,mg,500
249,20014767,SUMIVULIN Â® 1.2 G (1 G / 0.2 G),100,CAJA X 100 FRASCOS AMPOLLA CAJA X 1 FRASCO AMPOLLA VIDRIO TIPO I TAPÃ“N GRIS BROMOBUTILO. CON AGRAFE DE ALUMINIO Y TAPA FLIP -OFF . COLOR VERDE.,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,INTRAVENOSA,A,CLAVULANATO DE POTASIO 238.2 MG EQUIVALENTE A ACIDO CLAVULÃNICO,mg,200
250,19952509,CURAMÂ® JUNIOR 457/5ML,1,CAJA CON FRASCO VIDRIO AMBAR TIPO III CON 35G DE POLVO PARA RECONSTITUIR A 140ML.,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,B,AMOXICILINA TRIHIDRATO 9.182G EQUIVALENTE A AMOXICILINA BASE,g,8
251,20121189,AMOXICILINA 400 ACIDO CLAVULANICO 57,1,2A1003601001100 ÃCIDO CLAVULÃNICO 1140 MG/AMOXICILINA 8000 MG POLVOS PARA RECONSTITUIR ORAL (MK) FRASCO 100ML / CAJA X 1 (CUCHARA DOSIFICADORA). FRASCO VIDRIO TIPO III ÃMBAR. TAPA PLÃSTICA BLANCA PUSH DOWN. CUCHARA DOSIFICADORA Y CAJA PLEGADIZA,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,E,CLAVULANATO DE POTASIO EQUIVALENTE A ÃCIDO CLAVULÃNICO,g,1.15
252,35816,AMOXICILINA CAPSULAS X 500 MG,200,USO INSTITUCIONAL: CAJA POR 200 CÃPSULAS EN BLISTER PVC / ALUMINIO.,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO POLVO COMPACTADA USP GRADO A 588MG (  EQUIVALENTE A AMOXICILINA BASE),mg,500
253,19952509,CURAMÂ® JUNIOR 457/5ML,1,CAJA CON FRASCO VIDRIO AMBAR TIPO III CON 8.75G DE POLVO PARA RECONSTITUIR A 35ML.,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,B,CLAVULANATO DE POTASIO 1.375G EQUIVALENTE A ACIDO CLAVULANICO,g,1.14
254,20143321,AMOXIDAL PLUS COMPRIMIDOS RECUBIERTOS,20,XXXXXX - CAJA POR 20 TABLETAS RECUBIERTAS EN BLÃSTER DE ALUMINIO/ALUMINIO (OPA-ALUMINIO PVC). ACONDICIONADOS EN ESTUCHE DE CARTÃ“N,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,ACIDO CLAVULANICO,mg,125
255,20124922,AMOXCLAVERÂ® 312.5 POLVO PARA SUSPENSION ORAL,1,2A1003571002100 - ACIDO CLAVULANICO 1250.0000 MG/AMOXICILINA 5000.0000 MG POLVOS PARA RECONSTITUIR ORAL (AMOXCLAVER) FRASCO 100.0000ML / CAJA X 1,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,E,AMOXICILINA TRIHIDRATO EQUIVALENTE A AMOXICILINA,g,5
256,36575,AMOXICILINA CAPSULAS 500 MG,250,CAJA EN CARTULINA X 25 BLISTER X 10 CAPSULAS CADA UNO.,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO ( EQUIVALENTE A AMOXICILINA BASE),mg,500
257,19936071,CLAVULIN ES 600 POLVO PARA SUSPENSION.,1,CAJA CON UN FRASCO EN VIDRIO TIPO III. COLOR AMBAR CON CIERRE DE ALUMINIO Y LINER DE PVC POR 100 ML (INCLUYE CUCHARITA DOSIFICADORA).,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,E,CLAVULANATO DE POTASIO EQUIVALENTE A ACIDO CLAVULANICO LIBRE,g,0.86
258,41432,SERVAMOX 250 MG / 5 ML POLVO PARA SUSPENSIÃ“N ORAL,100,PRESENTACIÃ“N COMERCIAL: CAJA DE CARTÃ“N PROPALCOTE IMPRESA CON FRASCO DE VIDRIO ÃMBAR X 100 ML. ETIQUETA AUTOADHESIVA CON CUCHARA,ml,J01CA04,AMOXICILINA,ORAL,E,AMOXICILINA TRIHIDRATO CORREPONDIENTE A AMOXICILINA,mg,250
259,20014766,SUMIVULIN Â® 600 (500MG/100MG),25,CAJA POR 25 FRASCOS AMPOLLA VIDRIO TIPO I TAPÃ“N GRIS BROMOBUTILO. CON AGRAFE DE ALUMINIO Y TAPA FLIP -OFF COLOR GRIS .,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,INTRAVENOSA,A,AMOXICILINA SODICA 530.118MG EQUIVALENTE A AMOXICILINA,mg,500
260,20032447,IPICLAVÂ® 1 G,100,CAJA PLEGADIZA POR 100 TABLETAS EN BLISTER EN PVC/ PE/ PVDC Y FOIL DE ALUMINIO,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,AMOXICILINA TRIHIDRATO (1056.71MG) EQUIVALENTE A AMOXICILINA,mg,875
261,35816,AMOXICILINA CAPSULAS X 500 MG,10,CAJA POR 10 CAPSULAS EN BLISTER PVC INCOLORO/ALUMINIO POR 10 CAPSULAS.,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO POLVO COMPACTADA USP GRADO A 588MG (  EQUIVALENTE A AMOXICILINA BASE),mg,500
262,20121771,TRIPSOPEN Â® 500 MG CAPSULAS,30,CAJA X 30 CAPSULAS EN BLISTER PVC TRASPARENTE-ALUMINIO POR 10 CAPSULAS CADA BLISTER  (IUM 1A1001351008101),U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA PRECOMPACTADA TRIHIDRATO 573.9MG EQUIVALENTE A 500MG DE AMOXICILINA ANHIDRA,mg,500
263,20081161,ORVIMOXÂ®,50,CAJA PLEGADIZA X 50 CAPSULAS EN BLISTER PVC TRANSPARENTE/ ALUMINIO.,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO COMPACTADA EQUIVALENTE A AMOXICILINA BASE,mg,500
264,20014767,SUMIVULIN Â® 1.2 G (1 G / 0.2 G),1,CAJA X 1 FRASCO AMPOLLA VIDRIO TIPO I TAPÃ“N GRIS BROMOBUTILO. CON AGRAFE DE ALUMINIO Y TAPA FLIP -OFF . COLOR VERDE.,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,INTRAVENOSA,A,CLAVULANATO DE POTASIO 238.2 MG EQUIVALENTE A ACIDO CLAVULÃNICO,mg,200
265,19936071,CLAVULIN ES 600 POLVO PARA SUSPENSION.,1,CAJA CON UN FRASCO EN VIDRIO. COLOR AMBAR POR 50 ML (INCLUYE CUCHARITA DOSIFICADORA).,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,E,AMOXICILINA TRIHIDRATADA EQUIVALENTE A ACIDO LIBRE,g,12
266,19909128,NEOGRAMÂ® TABLETA,10,CAJA PLEGADIZA PROPALCOTE CON 1 BLISTER ALUMINIO/PVC/ PVDC INCOLORO  X 10 TABLETAS + INSERTO,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO COMPACTADA (84%) 1041. 6 MG EQUIVALENTE A AMOXICILINA BASE,mg,875
267,20094546,AMOXICILINA + ACIDO CLAVULANICO 875 MG +125 MG.,14,CAJA PLEGADIZA CON FRASCO DE VIDRIO TIPO III AMBAR POR 14 TABLETAS RECUBIERTAS.,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,AMOXICILINA TRIHIDRATADA 1004.5MG EQUIVALWENTE A AMOXICILINA BASE,mg,875
268,19959433,EUMOXINA 250 MG / ML,80,CAJA CON UN FRASCO DE PEAD DE COLOR BLANCO CON TAPA BLANCA DE PP CON POLVO PARA RECONSTITUIR A 80 ML. DE SUSPENSIÃ“N.,ml,J01CA04,AMOXICILINA,ORAL,E,AMOXICILINA TRIHIDRATO EQUIVALENTE A AMOXICILINA ANHIDRA,g,5
269,19908092,AMOXIDAL DUO COMPRIMIDOS,14,CAJA POR 14 COMPRIMIDOS RECUBIERTOS EN BLISTER AL /PVC,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO EQUIVALENTE A 875 MG DE AMOXICILINA,mg,1006205
270,20032447,IPICLAVÂ® 1 G,12,CAJA PLEGADIZA POR 12 TABLETAS EN BLISTER EN PVC/ PE/ PVDC Y FOIL DE ALUMINIO,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,AMOXICILINA TRIHIDRATO (1056.71MG) EQUIVALENTE A AMOXICILINA,mg,875
271,20121771,TRIPSOPEN Â® 500 MG CAPSULAS,60,CAJA X 60 CAPSULAS EN BLISTER PVC TRASPARENTE-ALUMINIO POR 10 CAPSULAS CADA BLISTER (IUM 1A1001351008100),U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA PRECOMPACTADA TRIHIDRATO 573.9MG EQUIVALENTE A 500MG DE AMOXICILINA ANHIDRA,mg,500
272,11492,AMOXICILINA POLVO PARA SUSPENSIÃ“N 500 MG / 5 ML.,1,CAJA CON UN FRASCO DE PET AMBAR CON TAPA PLASTICA EN PP HOMOPOLIMERO PROPILICO COLOR BLANCO CON LINER AZUL DE POLVO PARA RECONSTITUIR A 100 ML DE SUSPENSION,U,J01CA04,AMOXICILINA,ORAL,E,11.6192 G DE AMOXICILINA TRIHIDRATO EQUIVALENTE A AMOXICILINA BASE,g,10
273,19936071,CLAVULIN ES 600 POLVO PARA SUSPENSION.,1,CAJA CON UN FRASCO EN VIDRIO TIPO III. COLOR AMBAR CON CIERRE DE ALUMINIO Y LINER DE PVC POR 100 ML (INCLUYE CUCHARITA DOSIFICADORA).,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,E,AMOXICILINA TRIHIDRATADA EQUIVALENTE A ACIDO LIBRE,g,12
274,36575,AMOXICILINA CAPSULAS 500 MG,50,CAJA EN CARTULINA X 5 BLISTER X 10 CAPSULAS CADA UNO,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO ( EQUIVALENTE A AMOXICILINA BASE),mg,500
275,20135836,AMOXIDAL 1.0 G,7,CAJA POR 7 TABLETAS. BLISTER ALUMINIO - PVC TRANSPARENTE,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA,g,1
276,19936071,CLAVULIN ES 600 POLVO PARA SUSPENSION.,1,CAJA CON UN FRASCO DE VIDRIO TIPO III COLOR AMBAR CON CIERRE DE ALUMINIO Y LINER DE PVC POR 10ML (CONTIENE CUCHARITA DOSIFICADORA),U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,E,CLAVULANATO DE POTASIO EQUIVALENTE A ACIDO CLAVULANICO LIBRE,g,0.86
277,35816,AMOXICILINA CAPSULAS X 500 MG,12,CAJA POR 12 CAPSULAS EN BLISTER PVC INCOLORO / ALU.,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO POLVO COMPACTADA USP GRADO A 588MG (  EQUIVALENTE A AMOXICILINA BASE),mg,500
278,20032447,IPICLAVÂ® 1 G,21,CAJA PLEGADIZA POR 21 TABLETAS EN BLISTER EN PVC/ PE/ PVDC Y FOIL DE ALUMINIO,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,AMOXICILINA TRIHIDRATO (1056.71MG) EQUIVALENTE A AMOXICILINA,mg,875
279,19917258,CURAM Â® 1G,16,CAJA POR 16 TABLETAS EN BLISTER ALU/ALU,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,AMOXICILINA (COMO AMOXICILINA TRIHIDRATO),mg,875
280,19957924,AMOXICILINA 500 MG CAPSULAS,60,USO INSTITUCIONAL: BLISTER EN ALUMINIO/PVC POR 10 CAPSULAS EMBALADO EN CAJA POR 60 CAPSULAS.,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO EQUIV A AMOXICILINA,mg,500
281,20135836,AMOXIDAL 1.0 G,100,CAJA POR 100 TABLETAS. BLISTER ALUMINIO - PVC TRANSPARENTE,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA,g,1
282,20077740,ATAK CLAVÂ®,20,CAJA CON FRASCO DE VIDRIO AMBAR Y TAPA DE POLIPROPILENO POR 20 TABLETAS RECUBIERTAS.,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,AMOXICILINA TRIHIDRATADA 1004.5MG (POTENCIA 100%) EQUIVALENTE A AMOXICILINA DESHIDRATADA,mg,875
283,19936071,CLAVULIN ES 600 POLVO PARA SUSPENSION.,1,CAJA CON UN FRASCO DE VIDRIO TIPO III COLOR AMBAR CON CIERRE DE ALUMINIO Y LINER DE PVC POR 10ML (CONTIENE CUCHARITA DOSIFICADORA),U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,E,CLAVULANATO DE POTASIO EQUIVALENTE A ACIDO CLAVULANICO LIBRE,g,0.86
284,19917258,CURAM Â® 1G,50,CAJA POR 50 TABLETAS EN BLISTER ALU/ALU,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,ÃCIDO CLAVULÃNICO (COMO CLAVULANATO DE POTASIO),mg,125
285,19917258,CURAM Â® 1G,20,CAJA POR 20 TABLETAS EN BLISTER ALU/ALU,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,ÃCIDO CLAVULÃNICO (COMO CLAVULANATO DE POTASIO),mg,125
286,19952509,CURAMÂ® JUNIOR 457/5ML,1,CAJA CON FRASCO VIDRIO AMBAR TIPO III CON 35G DE POLVO PARA RECONSTITUIR A 140ML.,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,B,CLAVULANATO DE POTASIO 1.375G EQUIVALENTE A ACIDO CLAVULANICO,g,1.14
287,20077763,SULAMP DUO TABLETA RECUBIERTA,14,CAJA POR 14: 1 FOIL POR 14 TABLETAS RECUBIERTAS EN FOIL ALUMINIO/ALUMINIO.,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,SULBACTAM,mg,125
288,19917258,CURAM Â® 1G,14,CAJA POR 14 TABLETAS EN BLISTER ALU/ALU,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,ÃCIDO CLAVULÃNICO (COMO CLAVULANATO DE POTASIO),mg,125
289,19957924,AMOXICILINA 500 MG CAPSULAS,60,USO INSTITUCIONAL: BLISTER EN ALUMINIO/PVC POR 10 CAPSULAS EMBALADO EN CAJA POR 60 CAPSULAS.,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO EQUIV A AMOXICILINA,mg,500
290,19936071,CLAVULIN ES 600 POLVO PARA SUSPENSION.,1,CAJA CON UN FRASCO DE VIDRIO TIPO III COLOR AMBAR CON CIERRE DE ALUMINIO Y LINER DE PVC POR 10ML (CONTIENE CUCHARITA DOSIFICADORA),U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,E,AMOXICILINA TRIHIDRATADA EQUIVALENTE A ACIDO LIBRE,g,12
291,20151888,BACTROLESSÂ® 500 MG CÃPSULAS,50,1A1001351009100 CAJA POR 50 CÃPSULAS EN BLÃSTER EN PVC TRANSPARENTE/ALUMINIO,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO COMPACTADA EQUIVALENTE A AMOXICILINA BASE,mg,500
292,20135836,AMOXIDAL 1.0 G,10,CAJA POR 10 TABLETAS. BLISTER ALUMINIO - PVC TRANSPARENTE,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA,g,1
293,19917258,CURAM Â® 1G,60,CAJA POR 60 TABLETAS EN BLISTER ALU/ALU,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,AMOXICILINA (COMO AMOXICILINA TRIHIDRATO),mg,875
294,19917258,CURAM Â® 1G,10,CAJA POR 10 TABLETAS EN BLISTER ALU/ALU,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,AMOXICILINA (COMO AMOXICILINA TRIHIDRATO),mg,875
295,19917258,CURAM Â® 1G,70,CAJA POR 70 TABLETAS EN BLISTER ALU/ALU,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,AMOXICILINA (COMO AMOXICILINA TRIHIDRATO),mg,875
296,20083462,SOLOMOXY,20,PRESENTACIÃ“N COMERCIAL:MATERIAL: ALUMINIO / PVC X 10 CAPSULAS.ENVASE SECUNDARIO: CAJA CARTÃ“N X 20 CAPSULAS,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA,mg,500
297,19949514,TRIFAMOX IBL DUOÂ® SUSPENSIÃ“N,1,CAJA X 1 FRASCO DE PEAD INCOLORO CON POLVO PARA RECONSTITUIR A 60 ML DE SUSPENSIÃ“N ORAL. TAPA PP BLANCA + JERINGA DOSIFICADORA.,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,E,SULBACTAM PIVOXIL,g,5
298,20102583,AMOXICILINA 250 MG/5 ML POLVO PARA SUSPENSIÃ“N ORAL,1,COMERCIAL: CAJA CON UN FRASCO PET ÃMBAR - TAPA BLANCA DE PP POR 100 ML.,U,J01CA04,AMOXICILINA,ORAL,E,AMOXICILINA TRIHIDRATO POLVO EQUIVALENTE A AMOXICILINA BASE,g,5
299,20083462,SOLOMOXY,100,PRESENTACION USO INSTITUCIONAL:ENVASE PRIMARIO: MATERIAL: ALUMINIO / PVC X 10 CAPSULAS.ENVASE SECUNDARIO: CAJA CARTÃ“N 100 CAPSULAS,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA,mg,500
300,19917258,CURAM Â® 1G,24,CAJA POR 24 TABLETAS EN BLISTER ALU/ALU,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,ÃCIDO CLAVULÃNICO (COMO CLAVULANATO DE POTASIO),mg,125
301,19917258,CURAM Â® 1G,32,CAJA POR 32 TABLETAS EN BLISTER ALU/ALU,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,AMOXICILINA (COMO AMOXICILINA TRIHIDRATO),mg,875
302,19974084,AMOXICILINA 500 MG,50,CAJA POR 50 CÃPSULAS EN BLISTER PVC INCOLORO - ALUMINIO POR 10 CÃPSULAS.,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO COMPACTADA EQUIVALENTE A AMOXICILINA BASE,mg,500
303,20124922,AMOXCLAVERÂ® 312.5 POLVO PARA SUSPENSION ORAL,1,2A1003571002100 - ACIDO CLAVULANICO 1250.0000 MG/AMOXICILINA 5000.0000 MG POLVOS PARA RECONSTITUIR ORAL (AMOXCLAVER) FRASCO 100.0000ML / CAJA X 1,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,E,AMOXICILINA TRIHIDRATO EQUIVALENTE A AMOXICILINA,g,5
304,20125193,WEIDERMICINA 500 MG CAPSULAS,50,1A1001351006100 AMOXICILINA 500 MG CAPSULAS DE LIBERACIÃ“N NO MODIFICADA ORAL (WEIDERMICINA) CAPSULA 1 UNIDAD. CAJA PLEGADIZA POR 50 CÃPSULAS EN BLÃSTER PVC/ALUMINIO.,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO,mg,500
305,19917258,CURAM Â® 1G,18,CAJA POR 18 TABLETAS EN BLISTER ALU/ALU,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,AMOXICILINA (COMO AMOXICILINA TRIHIDRATO),mg,875
306,36575,AMOXICILINA CAPSULAS 500 MG,20,CAJA EN CARTULINA X 2 BLISTER X 10 CAPSULAS CADA UNO,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO ( EQUIVALENTE A AMOXICILINA BASE),mg,500
